date,tmin,day_of_year,month,day_of_week,sin_doy,cos_doy,lag1,lag2,lag7,lag30,roll7,roll30,vol_7,diff1
2018-09-16,76.0,259,9,6,-0.9679377830240641,-0.25119006388481957,76.0,75.0,75.0,73.0,75.57142857142857,74.96666666666667,0.5345224838249715,0.0
2019-03-08,80.0,67,3,4,0.9141279881853337,0.40542572835999735,78.0,78.0,78.0,76.0,78.28571428571429,76.43333333333334,0.9511897312111576,2.0
2019-04-09,81.0,99,4,1,0.9911140639934547,-0.1330147065341959,80.0,80.0,80.0,77.0,79.57142857142857,77.93333333333334,0.9759000729480908,1.0
2019-04-10,80.0,100,4,2,0.9886775902323405,-0.1500553983446526,81.0,80.0,80.0,78.0,79.57142857142857,78.0,0.9759000729480908,-1.0
2020-01-20,76.0,20,1,0,0.3375228995941133,0.9413173175128471,78.0,74.0,71.0,74.0,73.85714285714286,74.6,2.340126166725235,-2.0
2020-01-21,77.0,21,1,1,0.3536761221763716,0.9353679493131483,76.0,78.0,73.0,74.0,74.42857142857143,74.7,2.5727509827126793,1.0
2020-01-22,76.0,22,1,2,0.3697245428906731,0.9291414114031743,77.0,76.0,72.0,76.0,75.0,74.7,2.3804761428478693,-1.0
2020-01-23,78.0,23,1,3,0.38566340624360707,0.9226395488404876,76.0,77.0,72.0,78.0,75.85714285714286,74.7,2.193062655175324,2.0
2020-01-24,78.0,24,1,4,0.401487989205973,0.9158642882672872,78.0,76.0,72.0,76.0,76.71428571428571,74.76666666666667,1.496026483086341,0.0
2020-01-25,75.0,25,1,5,0.4171936026123168,0.9088176373395029,78.0,78.0,74.0,77.0,76.85714285714286,74.7,1.2149857925880696,-3.0
2020-01-26,72.0,26,1,6,0.4327755925504312,0.901501684131884,75.0,78.0,78.0,76.0,76.0,74.56666666666666,2.0816659994663143,-3.0
2020-01-27,72.0,27,1,0,0.4482293417404106,0.893918596519257,72.0,75.0,76.0,73.0,75.42857142857143,74.53333333333333,2.5727509827125945,0.0
2020-01-28,72.0,28,1,1,0.4635502709028509,0.886070621534138,72.0,72.0,77.0,74.0,74.71428571428571,74.46666666666667,2.751622897751414,0.0
2020-01-29,72.0,29,1,2,0.47873384011578846,0.8779600847008882,72.0,72.0,76.0,75.0,74.14285714285714,74.36666666666666,2.8535691936343017,0.0
2020-01-30,73.0,30,1,3,0.4937755501599772,0.869589389346611,72.0,72.0,78.0,74.0,73.42857142857143,74.33333333333333,2.2990681342048536,1.0
2020-01-31,74.0,31,1,4,0.5086709438521044,0.8609610158889943,73.0,72.0,78.0,75.0,72.85714285714286,74.3,1.2149857925888035,1.0
2020-02-01,75.0,32,2,5,0.5234156073655503,0.8520775211013093,74.0,73.0,75.0,76.0,72.85714285714286,74.26666666666667,1.2149857925888035,1.0
2020-02-02,76.0,33,2,6,0.5380051715382996,0.8429415373547828,75.0,74.0,72.0,75.0,73.42857142857143,74.3,1.6183471874259594,1.0
2020-02-03,75.0,34,2,0,0.5524353131676196,0.8335557718385699,76.0,75.0,72.0,76.0,73.85714285714286,74.26666666666667,1.5735915849394244,-1.0
2020-02-04,74.0,35,2,1,0.5667017562911176,0.8239230057575542,75.0,76.0,72.0,76.0,74.14285714285714,74.2,1.3451854182696783,-1.0
2020-02-05,75.0,36,2,2,0.5808002734538009,0.8140460935082178,74.0,75.0,72.0,76.0,74.57142857142857,74.16666666666667,0.9759000729492323,1.0
2020-02-06,74.0,37,2,3,0.5947266869607634,0.8039279618328213,75.0,74.0,73.0,76.0,74.71428571428571,74.1,0.7559289460193138,-1.0
2020-02-07,75.0,38,2,4,0.6084768701151261,0.7935716089521474,74.0,75.0,74.0,77.0,74.85714285714286,74.03333333333333,0.6900655593432462,1.0
2020-02-08,76.0,39,2,5,0.6220467484408675,0.7829801036770628,75.0,74.0,75.0,74.0,75.0,74.1,0.816496580928439,1.0
2020-02-09,76.0,40,2,6,0.6354323008901774,0.7721565844991642,76.0,75.0,76.0,73.0,75.0,74.2,0.816496580928439,0.0
2020-02-10,76.0,41,2,0,0.6486295610349814,0.7611042586607747,76.0,76.0,75.0,71.0,75.14285714285714,74.36666666666666,0.8997354108430483,0.0
2020-02-11,74.0,42,2,1,0.6616346182422783,0.7498264012045686,76.0,76.0,74.0,72.0,75.14285714285714,74.43333333333334,0.8997354108430483,-2.0
2020-02-12,75.0,43,2,2,0.6744436188329455,0.7383263540031065,74.0,76.0,75.0,71.0,75.14285714285714,74.56666666666666,0.8997354108430483,1.0
2020-02-13,77.0,44,2,3,0.6870527672236669,0.7266075247685656,75.0,74.0,74.0,73.0,75.57142857142857,74.7,0.9759000729489974,2.0
2020-02-14,78.0,45,2,4,0.6994583270516471,0.7146733860429609,77.0,75.0,75.0,72.0,76.0,74.9,1.2909944487360794,1.0
2020-02-15,77.0,46,2,5,0.7116566222817746,0.7025274741691571,78.0,77.0,76.0,72.0,76.14285714285714,75.06666666666666,1.345185418269337,-1.0
2020-02-16,77.0,47,2,6,0.7236440382959124,0.6901733882429719,77.0,78.0,76.0,72.0,76.28571428571429,75.23333333333333,1.3801311186849168,0.0
2020-02-17,76.0,48,2,0,0.7354170229639855,0.6776147890466889,77.0,77.0,76.0,74.0,76.28571428571429,75.3,1.3801311186849168,-1.0
2020-02-18,73.0,49,2,1,0.7469720876965552,0.6648553979642865,76.0,77.0,74.0,78.0,76.14285714285714,75.13333333333334,1.6761634196952444,-3.0
2020-02-19,71.0,50,2,2,0.7583058084785624,0.6518989958787126,73.0,76.0,75.0,76.0,75.57142857142857,74.96666666666667,2.5727509827125767,-2.0
2020-02-20,72.0,51,2,3,0.7694148268839378,0.6387494220515272,71.0,73.0,77.0,77.0,74.85714285714286,74.8,2.794552524023311,1.0
2020-02-21,74.0,52,2,4,0.7802958510707755,0.6254105729852463,72.0,71.0,78.0,76.0,74.28571428571429,74.73333333333333,2.429971585176136,2.0
