"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-09-28","0.00","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-09-29","0.94","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-09-30","0.75","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-01","0.12","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-02","0.00","90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-03","0.04","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-04","0.00","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-05",,"90",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-06",,"90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-07",,"91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-08",,,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-09","0.20","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-10","0.00",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-11","0.02","90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-12","0.20","91","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-13","0.04","88","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-14","0.24",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-15","0.71","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-16","0.35","89",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-17","0.79",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-18","0.08",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-19","0.51","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-20","0.71","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-21","2.56","88","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-22","0.12",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-23","0.12","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-24","0.75","89","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-25","0.01",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-26","0.08","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-27","0.00","90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-28","0.04","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-29","0.12",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-30","0.43","89",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-10-31","3.03",,
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-01","0.24",,"71"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-02","0.00","91","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-03","0.08","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-04","0.02",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-05","0.00","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-06",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-07",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-08",,"93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-09","0.00","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-10","0.00","93","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-11","0.04",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-12","0.00","93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-13",,,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-14",,"93","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-15",,"93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-16","0.16","93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-17","0.04","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-18","1.46","93","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-19","0.01","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-20","0.00",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-21","0.51","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-22","0.87","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-23","0.91","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-24","0.00","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-25","0.63","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-26","0.00",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-27",,"94","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-28","0.04","93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-29","0.00","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-11-30","0.87","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-01","0.47",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-02","0.00",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-03","0.12","93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-04","0.04",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-05","0.04","94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-06","0.02",,
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-07","0.00","92","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-08","0.08","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-09","0.00","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-10",,"92","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-11","0.55","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-12","0.02","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-13","0.00",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-14","0.12","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-15","0.51","91","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-16","0.00","91","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-17",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-18",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-19",,"93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-20","0.00","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-21","0.43",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-22","0.00",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-23",,"94","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-24",,"91","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-25","0.00","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-26","0.02","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-27","0.00","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-28",,"92","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-29",,"92","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-30",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2019-12-31",,"90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-01",,"90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-02",,"91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-03",,"91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-04",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-05",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-06",,,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-07",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-08","0.31","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-09","0.00","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-10",,"90","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-11",,"93","71"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-12",,"93","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-13",,"93","71"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-14",,"90","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-15",,"92","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-16",,"89","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-17",,"90","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-18",,"92","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-19",,"92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-20","0.00","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-21",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-22",,"91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-23",,"92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-24",,"93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-25",,"93","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-26",,"93","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-27",,"90","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-28",,,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-29",,"92","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-30",,"92","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-01-31",,"93","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-01",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-02","0.00","93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-03",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-04",,"91","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-05",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-06",,"91","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-07",,"93","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-08",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-09",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-10",,"93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-11",,"94","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-12",,,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-13",,"97","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-14",,"93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-15",,"93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-16",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-17",,"95","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-18",,"95","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-19",,"95","71"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-20",,"94","72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-21",,,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-22",,"95",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-23",,"95","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-24",,"96","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-25",,"93","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-26",,"94","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-27",,"92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-28",,"93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-02-29",,"94","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-01",,"94","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-02",,"93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-03","0.20","94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-04","0.00",,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-05","0.00","96","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-06","0.02","94","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-07","0.00","95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-08",,"94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-09",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-10",,"94","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-11",,"94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-12",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-13",,"95","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-14",,"97","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-15",,"94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-16",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-17",,"96","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-18",,,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-19",,"97","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-20",,,"79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-21",,"96",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-22",,"95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-23","0.24","94","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-24","0.00","94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-25","0.02","93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-26","0.00","94","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-27",,,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-28",,"95","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-29",,"95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-30",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-03-31",,"96","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-01",,"96","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-02",,,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-03",,"95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-04",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-05",,"96",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-06",,"95","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-07",,"94","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-08",,"94",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-09",,"95","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-10",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-11",,"94","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-12",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-13",,"95","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-14",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-15",,"95","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-16",,"94",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-17","1.77","95","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-18","0.00","94","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-19",,"94","81"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-20","0.00","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-21","0.43","94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-22","0.16","95","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-23","0.55","94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-24","0.16","94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-25","0.01",,"80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-26","0.00","96",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-27","0.16","94","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-28","0.00",,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-29","2.95","97","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-04-30","0.00","95",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-01",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-02",,"96","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-03",,"96","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-04","0.00","96","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-05",,"98",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-06",,"98","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-07","0.00","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-08","1.02","94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-09","1.42",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-10","0.98","93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-11","1.54","92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-12","0.55","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-13","2.28","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-14","0.02",,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-15","0.16","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-16","0.87","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-17","0.04","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-18","0.16","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-19","1.10",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-20","0.04","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-21","1.46","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-22","0.00",,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-23","0.04","91","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-24","0.04","91","81"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-25","0.00","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-26","0.12",,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-27","0.08","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-28","0.00","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-29","1.14","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-30","1.61","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-05-31","0.35","91","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-01","2.28","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-02","4.45","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-03","0.98",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-04","0.47","89","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-05","0.47","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-06","1.54","86","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-07","0.51","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-08","0.31",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-09","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-10",,"91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-11",,"89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-12","0.00",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-13","0.12","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-14","0.55","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-15","0.01","92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-16","0.08","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-17","0.04","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-18","0.02","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-19","0.12","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-20","0.08",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-21","0.16","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-22","0.12","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-23","0.00","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-24",,,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-25","0.00","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-26","0.75","90","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-27","0.63","85","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-28","0.12","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-29","0.01","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-06-30","0.16",,"73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-01","0.00","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-02","0.00","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-03","0.00","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-04","0.08","86","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-05","0.08","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-06","0.12","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-07","0.31",,"73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-08","0.00","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-09",,"91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-10","0.00","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-11",,"91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-12","0.16","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-13","0.00","88","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-14","0.02",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-15","0.00","93","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-16","0.03","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-17","0.16","89","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-18","0.04",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-19","0.00","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-20","0.02","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-21","0.12",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-22","0.08","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-23","0.08",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-24","0.00","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-25","1.38",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-26","0.43","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-27","0.20",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-28","0.00","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-29","1.89","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-30","1.10",,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-07-31","0.08","87","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-01","0.03","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-02","0.31","88","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-03","0.43",,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-04","0.08","86",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-05","0.08",,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-06","0.59","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-07","1.93","87","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-08","0.43","83","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-09","2.48","83","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-10","1.61",,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-11","0.31",,
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-12","0.00","88","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-13",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-14",,"89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-15","0.02","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-16","0.00",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-17",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-18",,"90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-19",,,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-20",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-21",,"89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-22",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-23",,"91","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-24",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-25",,,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-26",,"92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-27",,"92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-28",,"90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-29",,"90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-30","0.00","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-08-31",,"92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-01",,"92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-02",,"91",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-03",,"89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-04","0.08","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-05","0.67","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-06","0.00","89",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-07","4.21",,"72"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-08","0.08","89",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-09","3.86","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-10","2.13",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-11","0.24","87",
"IN010100400","THIRUVANANTHAPURAM, IN","2020-09-12","0.98","88",
