"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-05",,"93","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-06",,,
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-07",,"95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-08",,"98","81"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-09",,"95","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-10",,"94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-11",,"93","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-12","0.00","94",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-13","0.59","95","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-14","1.06","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-15","0.00","92","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-16",,"92","81"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-17",,"92","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-18",,"94","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-19",,"94","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-20",,"93","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-21",,,"79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-22",,"93","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-23",,"94","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-24",,,"81"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-25",,"96","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-26",,"94",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-27",,"94","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-28",,"95","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-29",,"95",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-04-30",,,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-01",,"97",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-02","1.54","94","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-03","0.31","93","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-04","0.00","93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-05",,"94","80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-06",,"93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-07",,"93",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-08",,"92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-09",,,"80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-10",,"93",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-11",,"94","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-12",,,"80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-13",,"93","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-14",,"94",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-15","0.67","94","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-16","0.00",,"80"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-17","0.08","93","81"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-18","0.00","92",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-19","0.71","93","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-20","0.00","91",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-21","1.22","92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-22","0.01","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-23","0.08",,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-24","0.00","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-25","0.00","91","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-26","0.04","92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-27","0.00","91","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-28","0.12","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-29","0.51","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-30","1.30",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-05-31","0.94","87","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-01","0.12","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-02","0.75","87",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-03","2.87","87","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-04","1.02",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-05","0.20","92","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-06","0.20","88","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-07","0.08","88","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-08","0.04",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-09","0.00","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-10","0.39","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-11","0.12",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-12","0.03","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-13","0.01",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-14","0.24","90","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-15","0.00","89","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-16","0.12","90","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-17","0.00","90","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-18","0.08","91","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-19","0.00","92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-20","0.00","90","79"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-21",,"90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-22","0.16","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-23","0.00","91","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-24","0.47","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-25","0.79","86","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-26","2.09",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-27","1.54","86","73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-28","1.69",,"73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-29","0.00","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-06-30","0.63","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-01","0.16","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-02","0.08",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-03","0.00","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-04","0.08",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-05","0.00","90","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-06","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-07",,"89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-08","0.02","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-09","0.39","87","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-10","0.35","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-11","0.59","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-12","0.01",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-13","0.00","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-14","0.02","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-15","0.00","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-16","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-17","0.02","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-18","0.00","89",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-19","0.31","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-20","0.08","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-21","0.35",,"73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-22","0.08","90","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-23","0.00","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-24",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-25",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-26",,"92","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-27","0.00",,
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-28","0.02","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-29","0.12","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-30","0.00","91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-07-31",,"90","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-01","0.24","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-02","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-03",,"90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-04",,"89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-05",,"87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-06",,"87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-07","0.02","87",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-08","0.59","87","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-09","0.24","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-10","0.00",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-11","0.04","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-12","0.00",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-13",,"92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-14",,"90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-15",,"89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-16","0.03","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-17","0.00","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-18","0.63","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-19","0.28","85","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-20","0.31","87",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-21","0.91",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-22","0.16",,"74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-23","0.02","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-24","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-25","0.02","89","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-26","0.00","89","78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-27",,"88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-28","0.63","87","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-29","0.28","87","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-30","0.16",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-08-31","0.00",,"78"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-01","0.12","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-02","0.03","92","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-03","0.12","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-04","0.03",,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-05","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-06","0.24","91","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-07","0.00","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-08","0.04",,
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-09","0.08","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-10","0.02",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-11","0.00","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-12",,,"77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-13","0.28","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-14","0.91",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-15","0.16","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-16","0.24","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-17","0.94","87",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-18","2.72",,"73"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-19","0.16","88",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-20","0.59","88","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-21","0.16","88","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-22","0.08",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-23","0.01","91","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-24","0.00","92","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-25",,"91","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-26","0.00","88","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-27","0.24","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-28","1.61","89","75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-29","0.55",,"75"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-09-30","0.24",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-01","0.04",,"76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-02","0.20","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-03","0.28","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-04","0.00","90","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-05","0.00","90",
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-06","1.73","90","74"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-07","0.04","87","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-08","0.00","89","76"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-09","0.00","90","77"
"IN010100400","THIRUVANANTHAPURAM, IN","2017-10-10","0.04","91","77"
